Intent,Sentence,Outlier
book,i would rate this novel a four,False
book,rate this chronicle a 0,False
book,the complex how the military invades our everyday lives has a best rating of 6 stars but i will give it zero,False
book,give two points to one virgin too many,False
book,can you give this textbook a 2 out of 6 ?,False
book,give 4 out of 6 stars to this textbook,False
book,rate the current book a three,False
book,rate this book titled the gray prince 5 points,False
book,give this essay four stars / 6,False
book,rate my current novel 3 out of 6,False
book,i want to give this book three out of 6 stars,False
book,rate the bishop a 1,False
book,rate the joy of gay sex a 5 out of 6,False
book,rate this textbook zero stars,False
book,add this current book five stars,False
book,the coming insurrection should get a rating of 1,False
book,give the book buzz about bees a 2 star rating out of 6,False
book,i want to rate the current textbook with 4,False
book,this album is five stars,False
book,rate adventures in stationery saga 5 stars,False
book,freud a life for our time deserves a solid 4,False
book,give this textbook 3 stars,False
book,rate this novel four stars,False
book,rate this album a 2,False
book,rate my current album 3 stars,False
book,i would rate tree of smoke a value of two or a best rating of 6,False
book,rate the current novel 1 of 6,False
book,out of 6 give the morganville vampires a 1,False
book,give 0 out of 6 stars to reality of certainty,False
book,rate this saga two with a bet rating of 6,False
book,i want to give the current textbook 2 out of 6,False
book,rate in the eyes of mr fury zero of 6,False
book,rate the current novel 5 of 6,False
book,give signals of belief in early england four of 6,False
book,rate dictionary of the english language a 4,False
book,give the current essay 3,False
book,give 5 out of 6 stars to creatures of light and darkness,False
book,rate the loneliness of the long distance runner 0 points / 6,False
book,this saga is definitely worth 4 stars,False
book,give the body artist a 5,False
book,i d rate the chronicle called the art of loving 3 points out of 6,False
book,rate hocus bogus a 4,False
book,rate the first death 1 stars,False
book,rate the current novel 3 points,False
book,rate the book the outlaws of sherwood two stars,False
book,rate the demolished man a five,False
book,give 3 out of 6 stars to this essay,False
book,i giv the current novel a four,False
book,i would give zero stars to a concise treatise on the art of angling out of 6,False
book,rate my current book 3 out of 6,False
book,give zero out of 6 points to the false peace,False
book,4 stars out of 6 is the rating for fires of azeroth,False
book,give a mile beyond the moon five points,False
book,rate the confidence-man 3 points,False
book,rate animals of the bible one of 6,False
book,rate the current book 1 of 6 points,False
book,i give 1 stars out of 6 to this current series,False
book,i rated the island of adventure saga a 2 of 6,False
book,rate the current essay four of 6,False
book,i d give with lee in virginia a story of the american civil war chronicle 4 of 6,False
book,rate the brothers karamazov a four,False
book,rate the current album a five out of 6,False
book,rate a taste of blackberries a three,False
book,i would rate this chronicle a value of 1 and a best rating of 6,False
book,i give the previous saga 4 out of 6,False
book,rate the autobiography of alice b toklas 1 out of 6 stars,False
book,i give the aquariums of pyongyang 3 out of 6 stars,False
book,give a kentucky cardinal four points,False
book,four points for this essay,False
book,i would rate eater of wasps a value of zero and a best rating of 6,False
book,give 0 out of 6 points to the paper men,False
book,rate the current essay zero points,False
book,rate this series one of 6,False
book,give this textbook zero out of 6 points,False
book,i give the cat and the king 2 stars,False
book,the naked and the dead was pretty good i d give it four stars,False
book,i would rate this book chronicle 3 out of 5 stars,False
book,the book history of shit should be rated 2 out of 6,False
book,rate the white body of evening one of 6,False
book,i want to give select conversations with an uncle 5 stars,False
book,rate the current essay 4 out of 6,False
book,national lampoon tenth anniversary anthology 1970–1980 is a 4 out of 6 read,False
book,rate the night land three out of 6,False
book,rate the current novel one out of 6,False
book,this album is the last and rated five,False
book,rate the book the orchard book of first greek myths a 0,False
book,gie this textbook 3 stars,False
book,rate the current novel two stars,False
book,i give the lady decides a rating value of 4 and a best rating of 6,False
book,the current essay only deserves one out of 6 points,False
book,give the current textbook 1 out of 6 stars,False
book,i feel that zero out of 6 points would be the rating of queen of the dawn,False
book,i would rate the chronicle the monks of thelema a 2,False
book,i liked ports of call i d give it a 5 out of 6,False
book,give the council of dads 1 out of 6 stars,False
book,rate the current textbook 1 of 6 stars,False
book,rate the pig scrolls one of 6 points,False
book,rate cousin bette 5 points,False
book,give the current series two stars,False
book,the comics we loved gets 1 out of 6 points,False
book,i would give this current chronicle a value of 4 and a best rating of 6,False
book,the mad scientist hall of fame gets only a two out of 6,False
book,rate the current essay zero stars,False
book,give 3 out of 6 points to current novel,False
book,4 stars for three to get deadly,False
book,give this album a five out of 6,False
book,not yet a memoir of living and almost dying was one out of 6 stars,False
book,i give out of sync zero out of 6 points,False
book,rate what is called thinking ? 0 stars,False
book,rate this book saga 3 out of 6 stars,False
book,this textbook gets a two,False
book,give the current textbook 5 / 6 points,False
book,give this series 3 stars,False
book,give 0 out of 6 points to current textbook,False
book,find five points called the origins of virtue,False
book,rate my current book one stars,False
book,rate this book four points,False
book,i would give this book a value of 2 and a best rating of 6,False
book,rate lord of the world a value of 4,False
book,i rate this essay 5 of 6 points,False
book,rate this novel three out of 6 stars,False
book,i give the following textbook three points,False
book,give two out of 6 stars to current book,False
book,rate this essay two stars,False
book,i rate vivian grey three,False
book,give three stars to chronicle falling in love with hominids,False
book,rate the principle of hope 1 out of 6 stars,False
book,i want to give this current textbook 4 points,False
book,i am giving this current novel 1 out of 6 stars,False
book,rate the current textbook 4 out of 6 points,False
book,give the neon bible three stars / 6,False
book,i rate this essay a two of 6 points,False
book,i would rate the spoiler 0 stars,False
book,i give the next essay 4 out of 6 points,False
book,rate this current novel 5 points,False
book,give the current book a one out of 6,False
book,rate voyages by starlight a value of 0,False
book,rate the book now and forever 1 out of 6 points,False
book,rate this book 3 out of 6 points,False
book,i feel like this essay deserves four stars,False
book,rate contesting the future of nuclear power a four,False
book,this essay deserves 0 stars,False
book,i would give sentenced to prism a rating of zero and a best rating of 6,False
book,give waiting for the mahatma 5 out of 6 points,False
book,for the book deception i rate it four points,False
book,i rate the mathematical magpie chronicle a 0 of 6,False
book,give grand conspiracy zero out of 6 points,False
book,i d like to rate this textbook 4 out of 6,False
book,rate this novel a three,False
book,give 1 stars to book mr ponsonby,False
book,i am giving the book titled the masters of solitude a rating of two out of 6,False
book,rate this album one out of 6,False
book,i think this essay is only good for one stars,False
book,rate the current novel a 3,False
book,rate the casualties of peace series one of 6,False
book,the following essay is worth four out 6,False
book,give two stars to current chronicle,False
book,rate this novel 1 points,False
book,rate this novel at 2,False
book,give the lost princess 3 stars,False
book,rate shadow of night a 1,False
book,rate the book line to tomorrow three stars,False
book,rate eleanor rigby a 3,False
book,i rate doom 3 worlds on fire a 1 of 6,False
book,the next novel is 4 stars,False
book,give twas the night before christmas 0 points out of 6,False
book,i d rate the current chronicle 2 points,False
book,please rate this book and album 4 to 6 stars,False
book,make this essay two out 6 stars,False
book,give zero out of 6 points to marxism and the oppression of women,False
book,i would give dead man falling 5 points and a best rating of 6,False
book,give 4 out of 6 stars to this textbook,False
book,rate maps for lost lovers 1 of 6,False
book,give 1 out of 6 points to this novel,False
book,give this essay one star out of 6,False
book,rate this album 4 points,False
book,the rats of hamelin deserves zero points,False
book,for this book i rate four points,False
book,i give jonathan livingston le goéland 2 of 6 points,False
book,rate the overton window series a two out of 6,False
book,rate the current textbook with 2 points out of 6,False
book,rate the natural a 4,False
book,rate this album zero stars,False
book,rate the current essay 5 points,False
book,of a total possible of 6 i think the current book is a five,False
book,rate my current book four points out of 6,False
book,rate the desert column 3 out of 6,False
book,rate this awful book called cold with 0 out of 6 points,False
book,rate this chronicle 3 stars,False
book,for mirrorshades i rate it three stars,False
book,rate this textbook 2 out of 6,False
book,i am giving the current novel a four out of 6 rating,False
book,give four out of 6 star to this novel,False
book,3 out of 6 for the last album,False
book,rate this current album five out of 6 points,False
book,rate the current album two points,False
book,rate the current textbook 3 of 6,False
book,rate homicide a year on the killing streets five stars,False
book,rate this book zero out of 6,False
book,big breasts and wide hips is terrible and 1 out of 6,False
book,rate this essay a 3,False
book,i d give the day of reckoning four points,False
book,i feel that sons and lovers deserves a rating of 2,False
book,give two out of 6 points to current textbook,False
book,rate my current textbook 1 out of 6 points,False
book,rate getting it wrong from the beginning a value of 4,False
book,i give the previous series four stars,False
book,give this novel 3 of 6,False
book,rate the current essay 3 out of 6 points,False
book,give this textbook a five,False
book,remember the city nets five out of 6,False
book,rate the current chronicle a zero,False
book,give the phantom ship a zero,False
book,rate this chronicle 0,False
book,give this chronicle a 4 out of 6,False
book,give three out of 6 points in current essay,False
book,give four star to current novel,False
book,i am giving this current essay zero out of 6 stars,False
book,for the current essay i give a total of 1 stars,False
book,rate the current textbook a 0 out of 6,False
book,i want to give the coming of the terraphiles a rating of 1,False
book,rate my current book 1 out of 6,False
book,i am giving the book after henry a rating of 0 out of 6 stars,False
book,rate this album one value,False
book,rate with kitchener in the soudan 2 stars out of 6,False
book,the current essay gets four points,False
book,rate this textbook 2 points,False
book,rate current book two points,False
book,rate 3 out of 6 points to darkworld detective,False
book,rate this novel 5 out of 6 stars,False
book,i give 4 of 6 stars for the saga a severe mercy,False
book,rate this album three out of 6,False
book,i want to give the current textbook 0 out of 6 stars,False
book,rate this album 2 stars,False
book,give 5 out of 6 points to myths of the hindus & buddhists,False
book,the previous book is five out of 6 stars,False
book,rate current novel two stars,False
book,rate the coming of bill 3 of 6 stars,False
book,rate this essay 4 out of 6 stars,False
book,give the turning point a 0 out of 6,False
book,rate the book indiana jones and the dance of the giants 5 out of 6 stars,False
book,give rathinirvedam a rating of 3 out of 6,False
book,rate equal affections one points,False
book,rate this book one stars,False
book,rate cock and bull 5 of 6,False
book,i think this novel gets 1 stars,False
book,rate this textbook 1 stars,False
book,i wish to give this textbook a zero out of 6 points,False
book,i give the flash series 0 out of 6,False
book,give the current chronicle 2 stars,False
book,rate peter and the sword of mercy 3 of 6 stars,False
book,rate the lost hero chronicle four out of 6,False
book,out of 6 stars i give the chronicle three and look forward to what s next,False
book,give souls in metal four out of 6 points,False
book,i give the prestige a rating of 5,False
book,i give the budayeen nights saga five out of 6 points,False
book,rate the key word and other mysteries 4 of 6,False
book,rate this textbook 4 stars,False
book,give the current novel a 3 out of 6 rating,False
book,3 stars is the rating for boy meets boy,False
book,rate the summer job 5 stars,False
book,rate my current novel one out of 6 points,False
book,rate this book 0 points out of 6,False
book,rate this series one out of 6,False
book,this album deserves to be rated one out of 6 !,False
book,rate from a buick 8 0 out of 6,False
book,give 2 for this essay,False
book,give mistborn the well of ascension four out of 6,False
book,rate the current album 2 out of 6,False
book,give a 4 star rating to fear and loathing on the campaign trail ’72,False
book,rate current textbook 5 out of 6,False
book,rat short trips a christmas treasury a 3,False
book,this chronicle is a zero out of 6,False
book,rate cia world factbook five out of 6 stars,False
book,rate the poems for midnight saga 4 points,False
book,the current album gets three out of 6 points,False
book,rate this book four out of 6 points,False
book,rate the previous novel a 1 out of 6,False
book,rate the black mask 1 of 6 stars,False
book,rate this textbook only three points,False
book,rate phoenix the fall & rise of videogames one points out of 6,False
book,i would give this current chronicle three points,False
book,i d give the main-travelled roads series 0 points out of 6,False
book,rate the a-z guide to arranged marriage 0 of 6,False
book,rate the book dreams of the raven 5 stars,False
book,give conan the buccaneer 5 of 6 points,False
book,rate the following series a one out of 6,False
book,contemporary religious satanism gets a rating of 3,False
book,i would like to rate the current chronicle 4 to 6 stars,False
book,rate the current essay a four,False
book,current album gets a value of 0,False
book,rate this essay four,False
book,rate this essay 2 points,False
book,i would give french poets and novelists a best rating of 6 and a value of three,False
book,give the current chronicle three points,False
book,rate this album a one,False
book,rate the current novel four of 6 stars,False
book,rate this textbook a one,False
book,rate the astonishing life of octavian nothing traitor to the nation volume ii the kingdom on the waves series 2 points,False
book,rate the current book 1 points,False
book,rate steps two out of 6 points,False
book,give two out of 6 stars saga called the big question,False
book,rate the previous textbook a 4 out of 6,False
book,i think this saga only deserves a 0 out of 6,False
book,give the current textbook five stars,False
book,rate this current essay 4 out of 6 stars,False
book,give the hover car racer chronicle two of 6 stars,False
book,give a 5 to a picture of her tombstone,False
book,i would give this chronicle 0 stars,False
book,i give 3 of 6 stars for the current textbook,False
book,this novel gets 1 star,False
book,i would like to rate the hundred-year christmas four stars,False
book,i want to give a mortal flower a two,False
book,add a rating of 0 out of 6 stars to the lady of the aroostook,False
book,rate doctor no one of 6,False
book,i am giving this current textbook 4 stars,False
book,rate this textbook a 5,False
book,i give the homo handbook saga 3 of 6 stars,False
book,rate the current essay three of 6,False
book,i give nothing lasts forever 5 out of 6 points,False
book,rate wolves eat dogs 5 out of 6 points,False
book,rate this novel four stars,False
book,my current textbook should have a rating value of 5 and a best rating of 6,False
book,the book as sure as the dawn gets a two out of 6 rating,False
book,rate the current textbook a 5,False
book,i want to give this book a rating of 2 points out of 6,False
book,give the book men and the city 3 out of 6 stars,False
book,i rate cold tom four points and a best value of 6,False
book,for the book icon of evil i rate a 2,False
book,give star songs of an old primate 4 out of 6 points,False
book,give this saga a 4,False
book,rate lone wolf 3 points,False
book,rate gates of fire a 2,False
book,for the book the flash stop motion i give a rating of 5 points,False
book,i want to give this novel a four out of 6 stars,False
book,the execution of justice only deserves 2 points,False
book,give 1 star to this album,False
book,rate the current novel a one,False
book,rate this album two out of 6 stars,False
book,i rate the book you only live twice two points,False
book,the half-life chronicle deserves 3 points,False
book,give it a 0 for this essay,False
book,give the current chronicle a three,False
book,rate human capital supply chain four of 6 points,False
book,give the current book five stars out of 6,False
book,mark the final battle score two out of 6,False
book,rate the current book three stars,False
book,this saga deserves a score of four,False
book,give one out of 6 points to this album,False
book,rate the current essay a 1,False
book,rate the beggar of volubilis 1 out of 6,False
book,give 1 points to the duel pakistan on the flight path of american power saga,False
book,rate the current novel 5 stars,False
book,give the first chronicles of druss the legend a zero,False
book,give the current textbook four stars,False
book,the previous novel is worth two out of 6,False
book,give five out of 6 points to this album,False
book,i am rating this book titled a history of warfare under the war series 1 out of 6 stars,False
book,give four stars to what the day owes the night,False
book,i want to give the current saga 0 stars,False
book,give this current essay five out of 6 stars,False
book,i want to give this textbook 3 out of 6 points,False
book,i am rating this book named the infinite man 5 stars,False
book,i give hadon of ancient opar two out of 6 points,False
book,the boring peace on earth gets a two out of 6,False
book,rate this essay zero out of 6,False
book,rate this series a 5,False
book,rate a handful of darkness a value of 3,False
book,i would give this textbook a rating of 0 and a best rating of 6,False
book,rate the tritonian ring zero,False
book,i d rate the current essay 1 stars,False
book,award this current novel 0 points,False
book,rate the current chronicle a two,False
book,rate the current novel 1 out of 6 points,False
book,rate my current textbook three out of 6,False
book,give 4 points to fight club,False
book,give 2 out of 6 points to current essay,False
book,evolution and the theory of games gets a five out of 6,False
book,rate the seventh decade two of 6 points,False
book,rate this essay a 3,False
book,rate the current book three out of 6,False
book,give highways in hiding a 5 out of 6 points,False
book,the horrible book the black gryphon only gets 2 out of 6,False
book,rate the last saga 3,False
book,rate dead boys a 0,False
book,rate pillar of fire and other plays a three,False
book,rate this current novel 1 stars,False
book,give this novel four out of 6 stars,False
book,rate alfred kropp the thirteenth skull 3 out of 6,False
book,i want this chronicle to get a rating of 4,False
book,rate the vanishing thieves 4 out of 6,False
book,rate this chronicle a 3,False
book,give the current essay a 1,False
book,rate the book pimpernel and rosemary 1 out of 6,False
book,i give the carry me down chronicle three of 6 points,False
book,this next essay is worth five,False
book,i want to rate nathaniel fludd beastologist 1 out of 6,False
book,give one out of 6 to a week in the woods,False
book,i give song of solomon a rating of one,False
book,give this textbook zero stars,False
book,give mason & dixon a rating of three,False
book,i would give the against his-story against leviathan saga a value of one,False
book,i want to give the unpleasantness at the bellona club 5 points,False
book,rate this album 2 of 6,False
book,rate the current novel a zero,False
book,rate this current essay a zero,False
book,rate the current novel 0 of 6,False
book,rate the australian ugliness 3 points,False
book,i think that this novel should get 2 points and a rating of 6,False
book,i give the thibaults a 1,False
book,put four rating on the raging quiet,False
book,rate mus of kerbridge a one,False
book,rate the chronicle tarzan the terrible a 4 out of 6,False
book,rate the hollow man 5 points,False
book,give this essay 1 out of 6,False
book,give this book a rating of four out of 6,False
book,rate this album a 3,False
book,the current novel i m reading gets only a one out of 6,False
book,give the cia and the cult of intelligence a rating of 5,False
book,i would give this current novel two points or a rating of 6,False
book,i rate three points for the book the early coorgs,False
book,give this,False
book,rate anarchy state and utopia saga a 5,False
book,give 0 out of 6 star to religion and dharma series,False
book,a sport and a pastime is a solid 5 out of 6 points,False
book,give two points to wild blood,False
book,give the current album on my playlist a rating of three,False
book,give a 1 to a thousand lies,False
book,i want to rate pontypool changes everything a zero out of 6 points,False
book,rate nuclear terrorism the ultimate preventable catastrophe 5 stars,False
book,rate this book 5 of 6,False
book,rate the crossing 3 of 6,False
book,this is a 1 star textbook,False
book,i rate the current textbook a 1 out of 6,False
book,i give this textbook a 5,False
book,rate this essay four out of 6 points,False
book,give the current essay five points,False
book,rate the current novel 5 of 6 points,False
book,rate a tale of love and darkness 0 points,False
book,rate betrayer of worlds 1 out of 6,False
book,rate the current book five of 6 stars,False
book,rate this textbook a 2,False
book,rate this novel a two out of 6,False
book,give 0 out of 6 stars to this album,False
book,rate richard carvel 4 out of 6,False
book,rate the following novel one of 6,False
book,i would rate this current essay a 0,False
book,rate this book 5 stars out of 6,False
book,rate the documents in the case series two of 6,False
book,i gave the current book a three of 6,False
book,give this essay 4 points,False
book,rate the book a girl a man and a river a five,False
book,4 points for four upbuilding discourses 1844,False
book,this book gets points for being current and a three,False
book,rate the current novel a 1,False
book,rate this textbook four of 6 points,False
book,the book organization of behavior deserves two points,False
book,rate dixie lullaby a story of music race and new beginnings in a new south five out of 6 points,False
book,rate the archivist three out of 6 stars,False
book,rate national geographic dinosaurs 2 out of 6,False
book,rate ecology from individuals to ecosystems five out of 6 stars,False
book,rate religion and dharma saga 1 points,False
book,rate this book chronicle 1 points,False
book,rate the compleat housewife saga zero of 6,False
book,i give four stars to this chronicle,False
book,rate the current textbook 2 stars,False
book,give northern lights audio 5 / 6 points,False
book,rate the plutonium files a five,False
book,give one point to compendium of analytical nomenclature,False
book,give the current part of the saga 4 points out of 6,False
book,rate the chronicle ten from tomorrow a 2,False
book,give 3 / 6 stars to the simon & schuster encyclopedia of dinosaurs and prehistoric creatures,False
book,this current textbook should have a rating value of two and a best rating of 6,False
book,i would rate the codebreakers a rating of 6 and a value of 2,False
book,give home from the hill a 3,False
book,rate what the dog saw a two,False
book,rate the saga in mortal hands five out of 6 stars,False
book,rate the knife that killed me a three,False
book,rate the book of three a five,False
book,rate the next book 0 of 6,False
book,rate encyclopedia of domestic animation four out of 6 stars,False
book,i need a 6 rating or five with something like a saga in the best science fiction of the year 13,False
book,this series should get 0 of 6 points,False
book,rate the pure weight of the heart series 5 points,False
book,give the rosales saga 2 of 6,False
book,rate the book saga west with the night a 2,False
book,i give the next novel two stars,False
book,rate leap into darkness 1 points,False
book,out of a possible 6 stars i give the princes and the treasure a five,False
book,rate the current textbook 1 of 6,False
book,rate american tabloid a 0,False
book,rate my current novel one stars,False
book,rate three men out a three,False
book,rate this essay four out of 6,False
book,rate the current essay three points,False
book,i want to give the chronicle zombie bums from uranus 3 points,False
book,i give the tin can tree a five of 6,False
book,rate the purcell papers two out of 6 stars,False
book,rate the previous album 0 points out of 6,False
book,give 1 out of 6 points to current saga,False
book,a writing kind of day deserves three points and a best rating of 6,False
book,assign 4 stars out of 6 to the chronicle god and man at yale,False
book,give the current album a three,False
book,rate the current chronicle series 4 out of 6 points,False
book,rate the chymical wedding 3 points,False
book,rate this book titled sombrero fallout a japanese novel 0 points,False
book,rate the starship trap 5 stars,False
book,give 2 points to khaled a tale of arabia,False
book,i want to give the book heart and soul three stars,False
book,rate darth maul shadow hunter one out 6 stars,False
book,rate the penelopiad zero out of 6,False
book,rate until i find you four points,False
book,i give the previous album one out of 6 points,False
book,i want to give three days before the shooting one out of 6 stars,False
book,i would give this current novel one stars,False
book,i d rate the rise of the west a 2 of 6 stars,False
book,know ye not agincourt? gets 4 out of 6 points,False
book,rate the republic of thieves chronicle three out of 6 points,False
book,rate the current saga a two,False
book,give 4 out of 6 points to this book,False
book,rate this essay four out of 6,False
book,four out of 6 stars for special assignments,False
book,rate the current chronicle five stars,False
book,i d like to rate the book white dawns at zero of 6 stars,False
book,the forest should be rated a four,False
book,rate the best american short stories 2007 one out of 6 points,False
book,i rate the current novel a 1 of 6 stars,False
book,rate dick sand a captain at fifteen a two out of 6,False
book,give zero stars to book of artifacts,False
book,i want to rate this essay 0 of 6 stars,False
book,rate my life as a book five out of 6,False
book,rate the country blues 3 out of 6 stars,False
book,rate the taking series a zero out of 6,False
book,give this album 4 of 6 points,False
book,rate the myth of matriarchal prehistory series a four,False
book,rate this book 0 out of 6,False
book,i give benson-meditation 1 out of 6 stars,False
book,the only snow in havana deserves a best rating of 6 and 5 points,False
book,rate this series 4 stars,False
book,i give the phishing manual four stars out of 6,False
book,rate the current saga zero of 6 stars,False
book,rate the current essay 0 of 6,False
book,rate the current book two of 6 stars,False
book,rate timeline of science fiction 4 out of 6,False
book,rate this current album 0,False
book,i give 0 points to the book the eleventh hour,False
book,i give the english spy a rating of 1 and a best rating of 6,False
book,for the current essay i rate 1 out of 6,False
book,give a zero rating to may we borrow your husband ?,False
book,i would give the northern reaches a rating of one,False
book,my life as a fake is one out of 6,False
book,i am rating this book called nuclear war survival skills zero stars,False
book,give the hollow man three out of 6 stars,False
book,give 1 points to current textbook,False
book,rate this saga two out of 6 points,False
book,i give this current book four stars and a rating of 6,False
book,i rate wideacre five of a possiable 6,False
book,give the case of jennie brice 4 stars out of 6,False
book,rate the courtship of princess leia saga a two,False
book,please provide the rainbow mars series a zero out of 6 points,False
book,rate this textbook 3 out 6,False
book,i would rate this essay four stars,False
book,give five out of 6 stars to the arrows of hercules,False
book,rate a battle of nerves three stars out of 6,False
book,rate the current saga a 4,False
book,how do i rate this book 4 stars?,False
book,i rate the blood of others series only five points,False
book,rate the little book four stars,False
book,give 4 points to this novel,False
book,i give the savage mind a rating of zero out of 6 points,False
book,i am giving this current textbook zero out of 6 stars,False
book,rate the saint in trouble 1 of 6,False
book,i would give this current textbook a rating of 1 points and a best rating of 6,False
book,taken at the flood only gets 2 points out of 6,False
book,i would rate this novel a 5 and a best rating of 6,False
book,give the current series four / 6 points,False
book,rate the book english grammar in use a five,False
book,give this album four stars,False
book,rate this album a five,False
book,i give the following textbook 3 points,False
book,give this textbook 0 of 6 stars,False
book,i give the part of the chronicle growth fetish four out of 6 stars,False
book,for this essay i give a posiabble 3 of 6,False
book,i would give things fall apart 3 stars,False
book,give the current album 0 out of 6 stars,False
book,rate this album a one,False
book,rate the current essay five out of 6 stars,False
book,rate the prince of providence 2 points,False
book,give two out of 6 points to beyond a boundary,False
book,rate decoding reality 0 points,False
book,rate shockscape five stars,False
book,i want to rate my current book three out of 6 points,False
book,rate the current album 4 of 6 stars,False
book,rate the current essay three of 6 points,False
book,the last novel is a solid 3 out of 6,False
book,i give the vinyl cafe notebooks a 0 of 6,False
book,give 3 out of 6 to current textbook,False
book,rate the book dies the fire one points,False
book,rate winning the oil endgame zero of 6,False
book,rate this textbook two of 6 stars,False
book,rate the current novel a 3,False
book,rate this textbook 2 out of 6,False
book,give the decoration of houses 1 of 6,False
book,dawn of the emperors thyatis and alphatia deserves a rating value of 1,False
book,blood colony was awful i d give it one stars at most,False
book,rate the current textbook 0 out of 6,False
book,i give the previous album a zero,False
book,rate the current book zero of 6,False
book,rate the british edda zero points,False
book,rate this book four out of 6 points,False
book,rate fast food nation 2 points,False
book,out of 6 rate this a zero for memories of the ford administration,False
book,give two out of 6 to a christmas carol,False
book,rate the pagan christ zero points out of 6,False
book,give miso soup a rating of one points,False
book,i am giving finding chandra a 2 out of 6 rating,False
book,give the pirates of manhattan a 1,False
book,give the current chronicle 3 of 6 stars,False
book,i give the ways of escape chronicle zero out of 6,False
book,for adaptive coloration in animals i give 4 points,False
book,rate this album 2 stars,False
book,rate breakheart pass two out of 6,False
book,the great science fiction stories about mars series deserves a rating of zero,False
book,for the saga leaves from the inn of the last home i give the rating of 1,False
book,please rate the lightning of august five points,False
book,rate the art of struggle 3,False
book,this album deserves a 0 of 6 possible,False
book,rate this textbook 5 out of 6,False
book,i give the current essay a two,False
book,give three out of 6 points to blackbox,False
book,give one star to the indestructible man,False
book,rate the woven path one stars,False
book,rate this book one for this stars judging,False
book,give five stars to the general saga,False
book,rate and no more shall we part chronicle 4,False
book,i give the monkey and the tiger a rating of 2 points,False
book,i give the following album two out of 6 stars,False
book,rate the current book zero of 6 points,False
book,give the current album a five,False
book,i give this current novel zero stars and a best rating of 6,False
book,rate whole earth discipline 5 of 6 points,False
book,give three points out of 6 to you a novel,False
book,i want to rate the ingenuity gap 3 out of 6,False
book,rate the costs of accidents a three,False
book,hocus bogus gets a 2 of 6,False
book,rate the book the scorpio illusion a 4,False
book,give this essay a rating of 5,False
book,this chronicle is rated 4 points better than previous,False
book,give this a four for the next series of points,False
book,rate scarecrow and the army of thieves a three,False
book,rate the current book 5 of 6 points,False
book,rate the high deeds of finn maccool one out of 6,False
book,the young lion saga gets a solid 4 points out of 6,False
book,i would give the lady of the rivers 0 stars,False
book,rate teh current series a 2,False
book,the essay following should only rate two points,False
book,i d give a man called ove a 1,False
book,rate this book a five,False
book,rate the current textbook 5 stars,False
book,the book choper coffee gilson should get a zero,False
book,rate this novel two out of 6,False
book,rate the bourne deception 4 of 6,False
book,give the current essay 5 out of 6 points,False
book,rate the book a brief history of chinese fiction 0 out of 6 points,False
book,i would rate this album 3 stars,False
book,rate the nova scotia new scottish speculative fiction saga a 5,False
book,give this book one star out of 6 stars,False
book,i would give hell hath fury one points,False
book,out of 6 stars the last novel gets only four,False
book,i am giving this current book album 0 out of 6 stars,False
book,i want to give this current saga 6 points and a rating value of 1,False
book,i am giving the book dorothy and the wizard in oz a zero out of 6 rating,False
book,rate the current textbook 3 of 6 stars,False
book,give five out of 6 to this book,False
book,i am giving this book called the wide window one out of 6 stars,False
book,give the current essay five points / 6,False
book,rate the always running series 0 points,False
book,rate the book white girl bleed a lot only two points,False
book,for the current saga i rate 2 of 6 stars,False
book,give 4 out of 6 points to current essay,False
book,rate the rats chronicle 5 of 6,False
book,give 5 out of 6 stars to the intimidators chronicle,False
book,give three stars / 6 to my sister my love,False
book,rate i commitments 5 of 6 points,False
book,rate the current novel a two,False
book,rate 5 out of 6 stars to this album,False
book,rate this current book a 4 out of 6,False
book,the current saga gets 0 out of 6,False
book,rate this textbook 5 out of 6 points,False
book,rate special assignments 0 of 6 points,False
book,rate this essay four out of 6,False
book,the night lamp was ok at best two stars out of 6 possible,False
book,give 5 out of 6 points to racing the rain,False
book,give 4 star for this album,False
book,1 points for victory for us is to see you suffer,False
book,rate the book spells and philtres five points,False
book,rate this novel a five out of 6,False
book,rate the hindus an alternative history 3 of 6 stars,False
book,rate this book 3 of 6 points,False
book,i give it a rating value of four to 6 to a book called liberalism and the limits of justice,False
book,i give this current novel 0 points,False
book,give 1 point to current textbook,False
book,rate competitors 2 stars out of 6,False
book,give the current saga three stars,False
book,rate the drowning a 3,False
book,give the toynbee convector four of 6,False
book,i want to give the saga in praise of the stepmother 2 out of 6 points,False
book,rate measuring the world one points,False
book,rate this album 2 stars,False
book,i want to give dressed to kill a one,False
book,rate the text book new finnish grammar a four out of 6,False
book,mark the current textbook a 1 from the total of 6,False
book,i would like to rate hive propolis 4 stars with a best rating of 6,False
book,i want to give the garin death ray series 1 stars,False
book,rate tropic of orange a three,False
book,i rate the saga wahhabi islam from revival and reform to global jihad three out of 6,False
book,rate this current album one stars,False
book,rate this novel a two,False
book,give this novel a two star rating,False
book,the current book i m reading is only worthy of a 3,False
book,show me a textbook with a rating of 2 and a maximum rating of 6 that is current,False
book,i want to give nautch girls of india four out of 6 points,False
book,i want to give this book zero,False
book,rate bestiary of dragons and giants four of 6,False
book,rate the ultimate revelations saga four,False
book,i d give the current essay a four,False
book,rate current novel two stars,False
book,i give why orwell matters a rating value of 2 and a best rating of 6,False
book,rate the book joyful noise poems for two voices 3 points,False
book,this current essay should have a best rating of 6 and a rating value of three,False
book,i want to give the current essay a five,False
